"frase","situacao","fonte"
"Tenho pressão no peito que não para desde 5 minutos, junto com pressão no peito e tontura intensa.","alto risco","Sintético-CardioIA"
"Tenho pressão no peito que não para desde 2 minutos, junto com dor que irradia e tontura intensa.","alto risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho cansaço ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Estou com tontura intensa fortíssima, dificuldade para respirar e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Sinto dor forte no peito em repouso há 5 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Sinto incômodo leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Tenho dorzinha ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Tenho fadiga no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito em repouso há 5 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes durante apresentações no trabalho, mas é nervoso.","baixo risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Tenho dificuldade para respirar constante há 5 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Sinto dor que irradia que irradia para o costas e estou com falta de ar há 2 minutos.","alto risco","Sintético-CardioIA"
"Acordei com pressão no peito fortíssima e falta de ar, estou com muito medo.","alto risco","Sintético-CardioIA"
"Sinto incômodo leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Não consigo deitar por causa da dor que irradia, só melhora sentado, desde 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Acordei com falta de ar fortíssima e dor que irradia, estou com muito medo.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Tenho falta de ar que não para desde 2 minutos, junto com aperto no peito e dor no peito.","alto risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Estou com dor forte no peito fortíssima, falta de ar e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Acordei com dor forte no peito fortíssima e dor forte no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Tenho mal-estar passageiro no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Sinto cansaço leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Tenho mal-estar passageiro ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Sinto dificuldade para respirar intensa há 10 minutos e não passa nem com repouso, além de aperto no peito.","alto risco","Sintético-CardioIA"
"Sinto o coração disparado e dor que irradia há 10 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Tenho palpitação leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Sinto aperto no peito muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Acordei com aperto no peito fortíssima e aperto no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Tenho fadiga no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Tenho aperto no peito que não para desde 2 minutos, junto com falta de ar e dor que irradia.","alto risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto aperto no peito igual àquela vez, há 2 minutos.","alto risco","Sintético-CardioIA"
"Tenho azia depois de comer muito, às vezes confundo com dor no peito.","baixo risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Acordei com dor que irradia fortíssima e pressão no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Sinto dor no peito em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Estou com o coração batendo a 200 bpm e sinto dor forte no peito no peito.","alto risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 125x80 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Tenho dor no peito e dor forte no peito ao mesmo tempo há 2 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Tenho falta de ar constante há 10 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Sinto falta de ar intensa há 2 minutos e não passa nem com repouso, além de tontura intensa.","alto risco","Sintético-CardioIA"
"Estou com dor que irradia e dor no peito há 5 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Sinto um tontura passageira leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Sinto tontura passageira quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 130x85 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Sinto o coração disparado e dor forte no peito há 5 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Sinto o coração disparado e tontura intensa há 5 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Sinto falta de ar que irradia para o ombro esquerdo e estou com dificuldade para respirar há 10 minutos.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dor que irradia e pressão no peito há 2 minutos.","alto risco","Sintético-CardioIA"
"Tenho fadiga que melhora quando tomo antiácido, acho que é refluxo.","baixo risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com pressão no peito e dor forte no peito.","alto risco","Sintético-CardioIA"
"Tenho aperto no peito e dificuldade para respirar ao mesmo tempo há 2 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Sinto aperto no peito muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Sinto tontura passageira quando levanto rápido da cama, dura só alguns segundos.","baixo risco","Sintético-CardioIA"
"Sinto aperto no peito que irradia para o costas e estou com dor que irradia há 2 minutos.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Tenho aperto no peito constante há 10 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Tenho dificuldade para respirar que não para desde 10 minutos, junto com dor no peito e tontura intensa.","alto risco","Sintético-CardioIA"
"Sinto dorzinha depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Tenho tontura passageira ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Estou com falta de ar muito forte que irradia para o mandíbula, começou há 2 minutos.","alto risco","Sintético-CardioIA"
"Estou com dor forte no peito e aperto no peito há 2 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Tenho desconforto leve que melhora quando tomo antiácido, acho que é refluxo.","baixo risco","Sintético-CardioIA"
"Sinto tontura intensa que irradia para o pescoço e estou com dor no peito há 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto mal-estar passageiro leve quando durmo mal, mas no dia seguinte passa.","baixo risco","Sintético-CardioIA"
"Acordei com aperto no peito fortíssima e aperto no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 135x85 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor que irradia igual àquela vez, há 10 minutos.","alto risco","Sintético-CardioIA"
"Estou com dor forte no peito muito forte que irradia para o mandíbula, começou há 2 minutos.","alto risco","Sintético-CardioIA"
"Sinto dificuldade para respirar que irradia para o pescoço e estou com dor no peito há 5 minutos.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dor que irradia e falta de ar há 10 minutos.","alto risco","Sintético-CardioIA"
"Minha dor que irradia começou de repente há 10 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Sinto o coração disparado e aperto no peito há 2 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Minha pressão está 210x130 mmHg e estou sentindo dor forte no peito muito forte.","alto risco","Sintético-CardioIA"
"Tenho fadiga ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito que irradia para o braço esquerdo e estou com dor no peito há 2 minutos.","alto risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com tontura intensa e pressão no peito.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dor no peito e dor que irradia há 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto aperto no peito que irradia para o mandíbula e estou com aperto no peito há 2 minutos.","alto risco","Sintético-CardioIA"
"Minha pressão está 200x120 mmHg e estou sentindo dificuldade para respirar muito forte.","alto risco","Sintético-CardioIA"
"Sinto fadiga quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Estou com aperto no peito fortíssima, falta de ar e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Não consigo deitar por causa da pressão no peito, só melhora sentado, desde 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto cansaço ao subir escadas, mas só quando subo muitos andares de uma vez.","baixo risco","Sintético-CardioIA"
"Tenho falta de ar e dor forte no peito ao mesmo tempo há 2 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Sinto fadiga leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Tenho cansaço esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dificuldade para respirar e dificuldade para respirar há 2 minutos.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho pressão no peito e dor forte no peito há 2 minutos.","alto risco","Sintético-CardioIA"
"Minha aperto no peito começou de repente há 5 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Sinto incômodo quando levanto rápido da cama, dura só alguns segundos.","baixo risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor forte no peito igual àquela vez, há 2 minutos.","alto risco","Sintético-CardioIA"
"Minha pressão está 190x115 mmHg e estou sentindo dor no peito muito forte.","alto risco","Sintético-CardioIA"
"Sinto dor forte no peito em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho falta de ar e dor forte no peito há 5 minutos.","alto risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com dor que irradia e dor no peito.","alto risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com aperto no peito e aperto no peito.","alto risco","Sintético-CardioIA"
"Tenho pressão no peito que não para desde 2 minutos, junto com aperto no peito e dor que irradia.","alto risco","Sintético-CardioIA"
"Sinto dificuldade para respirar intensa há 5 minutos e não passa nem com repouso, além de dor no peito.","alto risco","Sintético-CardioIA"
"Sinto desconforto leve quando levanto rápido da cama, dura só alguns segundos.","baixo risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dor que irradia e dificuldade para respirar há 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto palpitação leve leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Estou com o coração batendo a 180 bpm e sinto falta de ar no peito.","alto risco","Sintético-CardioIA"
"Sinto fadiga quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Sinto falta de ar muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Sinto dor forte no peito que irradia para o costas e estou com falta de ar há 5 minutos.","alto risco","Sintético-CardioIA"
"Minha dor que irradia começou de repente há 10 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Sinto o coração disparado e dificuldade para respirar há 5 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Estou com aperto no peito fortíssima, aperto no peito e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Acordei com falta de ar fortíssima e aperto no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Sinto dor forte no peito que irradia para o mandíbula e estou com dor forte no peito há 10 minutos.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho tontura intensa e falta de ar há 2 minutos.","alto risco","Sintético-CardioIA"
"Tenho dor que irradia que não para desde 10 minutos, junto com aperto no peito e pressão no peito.","alto risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Sinto fadiga depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Sinto desconforto leve ao subir escadas, mas só quando subo muitos andares de uma vez.","baixo risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Sinto falta de ar que irradia para o ombro esquerdo e estou com aperto no peito há 2 minutos.","alto risco","Sintético-CardioIA"
"Estou com dor no peito fortíssima, dor que irradia e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Tenho dor que irradia que não para desde 2 minutos, junto com pressão no peito e dor forte no peito.","alto risco","Sintético-CardioIA"
"Sinto desconforto leve depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com dor no peito e tontura intensa.","alto risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com dor no peito e pressão no peito.","alto risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Estou com dor que irradia fortíssima, aperto no peito e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Tenho fadiga esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Estou com falta de ar muito forte que irradia para o mandíbula, começou há 10 minutos.","alto risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor que irradia igual àquela vez, há 10 minutos.","alto risco","Sintético-CardioIA"
"Não consigo deitar por causa da falta de ar, só melhora sentado, desde 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto um dorzinha leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Sinto o coração disparado e dor no peito há 10 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Tenho palpitação leve ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Tenho tontura passageira ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dor forte no peito e dificuldade para respirar há 5 minutos.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Sinto dificuldade para respirar intensa há 2 minutos e não passa nem com repouso, além de dificuldade para respirar.","alto risco","Sintético-CardioIA"
"Minha pressão está 200x120 mmHg e estou sentindo aperto no peito muito forte.","alto risco","Sintético-CardioIA"
"Minha pressão está 180x110 mmHg e estou sentindo pressão no peito muito forte.","alto risco","Sintético-CardioIA"
"Minha pressão está 180x110 mmHg e estou sentindo aperto no peito muito forte.","alto risco","Sintético-CardioIA"
"Tenho dor no peito que não para desde 5 minutos, junto com dificuldade para respirar e pressão no peito.","alto risco","Sintético-CardioIA"
"Tenho desconforto leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes durante apresentações no trabalho, mas é nervoso.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com pressão no peito e dificuldade para respirar.","alto risco","Sintético-CardioIA"
"Estou com falta de ar muito forte que irradia para o ombro esquerdo, começou há 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto desconforto leve ao subir escadas, mas só quando subo muitos andares de uma vez.","baixo risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Sinto cansaço leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Estou com falta de ar que vai para o pescoço e suando muito frio.","alto risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Estou com pressão no peito fortíssima, dificuldade para respirar e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Estou com falta de ar que vai para o mandíbula e suando muito frio.","alto risco","Sintético-CardioIA"
"Acordei com tontura intensa fortíssima e pressão no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Tenho dorzinha no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Tenho desconforto leve ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Sinto incômodo quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Sinto o coração disparado e dor que irradia há 2 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Minha pressão no peito começou de repente há 5 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 125x80 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Não consigo deitar por causa da pressão no peito, só melhora sentado, desde 5 minutos.","alto risco","Sintético-CardioIA"
"Minha pressão está 210x130 mmHg e estou sentindo aperto no peito muito forte.","alto risco","Sintético-CardioIA"
"Estou com dificuldade para respirar fortíssima, falta de ar e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Sinto tontura passageira ao subir escadas, mas só quando subo muitos andares de uma vez.","baixo risco","Sintético-CardioIA"
"Tenho falta de ar e dor no peito ao mesmo tempo há 2 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Estou com dor no peito e dor que irradia há 10 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Não consigo deitar por causa da aperto no peito, só melhora sentado, desde 10 minutos.","alto risco","Sintético-CardioIA"
"Tenho dor forte no peito que não para desde 2 minutos, junto com dificuldade para respirar e tontura intensa.","alto risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor que irradia igual àquela vez, há 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto incômodo leve quando durmo mal, mas no dia seguinte passa.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito em repouso há 10 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Sinto falta de ar intensa há 2 minutos e não passa nem com repouso, além de dificuldade para respirar.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Sinto falta de ar que irradia para o braço esquerdo e estou com dificuldade para respirar há 5 minutos.","alto risco","Sintético-CardioIA"
"Tenho mal-estar passageiro que melhora quando tomo antiácido, acho que é refluxo.","baixo risco","Sintético-CardioIA"
"Sinto mal-estar passageiro quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 125x80 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 120x75 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito que irradia para o costas e estou com dificuldade para respirar há 2 minutos.","alto risco","Sintético-CardioIA"
"Sinto dor que irradia muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Não consigo deitar por causa da aperto no peito, só melhora sentado, desde 2 minutos.","alto risco","Sintético-CardioIA"
"Minha dor que irradia começou de repente há 2 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Sinto o coração disparado e dificuldade para respirar há 2 minutos, quase desmaiei agora.","alto risco","Sintético-CardioIA"
"Tenho desconforto leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 130x85 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Desmaiei durante o exercício e acordei com dor que irradia e aperto no peito.","alto risco","Sintético-CardioIA"
"Tenho dor forte no peito que não para desde 5 minutos, junto com falta de ar e dor no peito.","alto risco","Sintético-CardioIA"
"Sinto desconforto leve depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Estou com o coração batendo a 200 bpm e sinto dificuldade para respirar no peito.","alto risco","Sintético-CardioIA"
"Estou com tontura intensa e falta de ar há 2 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Tenho tontura intensa e aperto no peito ao mesmo tempo há 5 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Sinto tontura intensa em repouso há 5 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Estou com dor no peito que vai para o mandíbula e suando muito frio.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor que irradia igual àquela vez, há 5 minutos.","alto risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito intensa há 10 minutos e não passa nem com repouso, além de aperto no peito.","alto risco","Sintético-CardioIA"
"Tenho pressão no peito que não para desde 2 minutos, junto com dor no peito e falta de ar.","alto risco","Sintético-CardioIA"
"Sinto um palpitação leve leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Sinto um fadiga leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Sinto tontura intensa que irradia para o braço esquerdo e estou com dor no peito há 2 minutos.","alto risco","Sintético-CardioIA"
"Tenho azia depois de comer muito, às vezes confundo com dor no peito.","baixo risco","Sintético-CardioIA"
"Sinto pressão no peito intensa há 10 minutos e não passa nem com repouso, além de pressão no peito.","alto risco","Sintético-CardioIA"
"Sinto tontura intensa muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Estou com falta de ar e falta de ar há 5 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor forte no peito igual àquela vez, há 10 minutos.","alto risco","Sintético-CardioIA"
"Tenho desconforto leve ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Tenho desconforto leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Meu coração acelera às vezes durante apresentações no trabalho, mas é nervoso.","baixo risco","Sintético-CardioIA"
"Tenho mal-estar passageiro esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Sinto cansaço quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor no peito igual àquela vez, há 10 minutos.","alto risco","Sintético-CardioIA"
"Minha pressão está 185x120 mmHg e estou sentindo aperto no peito muito forte.","alto risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Estou com dor forte no peito e pressão no peito há 5 minutos e sinto que vou desmaiar.","alto risco","Sintético-CardioIA"
"Estou com dor forte no peito que vai para o costas e suando muito frio.","alto risco","Sintético-CardioIA"
"Sinto desconforto leve leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Não consigo deitar por causa da falta de ar, só melhora sentado, desde 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto falta de ar muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
